S1_NPTXR_1	S1_NPTXR_2	S1_NPTXR_3	S1_NPTXR_4	S1_NPTXR_5	S1_Scramble_1	S1_Scramble_2	S1_Scramble_3	S1_Scramble_4	S1_Scramble_5	S2_NPTX2_1	S2_NPTX2_2	S2_NPTX2_3	S2_NPTX2_4	S2_NPTX2_5	S2_NPTXR_1	S2_NPTXR_2	S2_NPTXR_3	S2_Scramble_1	S2_Scramble_2	S2_Scramble_3
sp|Q13555|KCC2G_HUMAN	-0.0322860517499074	-0.334231629671354	-0.146773510637218	0.194713450182594	0.217715569003945	0.16965602042114	0.267244481820647	-0.129290914218714	-0.140611957776154	-0.066135457374994	-0.271123411516083	-0.0371964987601076	0.0503956622754211	0.0834028716233617	-0.223151995890488	0.0360663862223421	0.0722363051992795	-0.162074914632028	0.208847473330155	0.145247773103768	0.0973503490443719
sp|Q13557|KCC2D_HUMAN	-0.100154964080739	-0.316432660772626	-0.137582420524156	0.155141145390348	0.192004470240506	0.195484061648392	0.209305761189033	-0.0699158943167273	-0.103413588895316	-0.024435909878729	-0.0107602631175561	0.0452038617999282	0.0450139783286393	0.171807675393267	-0.115702921943859	-0.0889415490619349	0.0769667012393644	-0.189533799568974	0.0431801129860869	0.0673691799418559	-0.0446029759968274
sp|Q13561|DCTN2_HUMAN	-0.100070013890289	-0.391691395526572	-0.170252014552591	0.211937954645455	0.17120763744353	0.165633607370863	0.25042177615709	-0.0425463746562853	-0.0939466150449178	-0.000694561946295767	-0.268507724114609	0.124956438067822	0.123334427436174	0.228589053176154	-0.268435210974631	-0.0632956634518047	-0.0484882161773144	-0.23793910569965	0.222730237364075	0.157224532407639	0.0298312319661386
sp|Q13562|NDF1_HUMAN	0.0194277286702956	-0.180051231686877	-0.13371179332482	0.221687917715978	0.266603542140597	0.128184820472634	0.0415581256809653	-0.136485785438533	-0.188407784653286	-0.0388055395769656	-0.237915431764081	0.186647015324661	0.0755024082873836	0.175276649977055	-0.224488095564622	-0.102230935924619	0.0562591005238615	-0.128312287225939	0.150428412138588	0.178189378585862	-0.129356214358154
sp|Q13563|PKD2_HUMAN	0.060862608392051	-0.299863570394285	0.0446903365334507	0.308390065378131	0.278030464092101	0.0704415288729815	0.0919165667381883	-0.196463883810122	-0.20426972242444	-0.153734393378069	-0.29813735330911	-0.00614189292548212	0.0724141993972746	0.0928837056039204	-0.335830685936235	0.101858122824434	0.225417644724615	0.0216117812390933	0.100553440412253	0.108804695010336	-0.0834336570411043
sp|Q13564|ULA1_HUMAN	-0.0657442256568861	-0.351085962818127	-0.108366561862328	0.194136679808614	0.179581758571576	0.111628408091301	0.185576688041038	-0.05851352034658	-0.0893855052695006	0.00217224144087754	-0.122142841670637	0.107125888369152	0.110285325441344	0.200192091528824	-0.180414328657754	-0.0718400528915989	0.0354843487267834	-0.164651208130842	0.102294149147873	0.0439700039855282	-0.0603033758486793
sp|Q13569|TDG_HUMAN	-0.0889165539823496	-0.392779214570112	-0.0731229334475781	0.191955018740373	0.210338542996593	0.136353158999423	0.160662387294894	0.00721824244047096	-0.133527170294225	-0.0181814781775014	0.0669645486480559	0.153242210418215	0.147093670091675	0.237461379618275	-0.15145249748387	-0.157080253095126	-0.0989620762224652	-0.391817568906729	0.124406572753951	0.150684058080629	-0.0805400439026163
sp|Q13572|ITPK1_HUMAN	0.433634138897496	-0.303593803478351	0.509645264086457	-0.188851540561542	-0.396669948995519	-0.308984837202525	-0.0176425121379932	-0.061774332990144	-0.200333230859487	0.534570803241596	0.369780300117083	0.125478433075292	0.179910591011585	0.233600415839266	-0.0100560219170583	-0.419214883269763	-0.178624365376534	-0.623338330748171	0.154378348124181	0.230288997746245	-0.0622034846021305
sp|Q13573|SNW1_HUMAN	-0.0725288790039655	-0.328388267940443	-0.157225110258293	0.281996946907771	0.181072829179386	0.128472845871878	0.141756730248498	-0.0390106693094741	-0.10264014208473	-0.0335062836106403	-0.0982468829334656	0.0888083267952327	0.133226959971634	0.200031550664257	-0.171755852912174	-0.0844813676732233	0.125229026205837	-0.182881635728134	0.0192385887929801	0.0536700357996442	-0.0828387489825966
sp|Q13574|DGKZ_HUMAN	-0.142711455287278	-0.394624537399891	0.0253639992307808	0.178605908452343	0.286338321694717	0.0856107380713747	0.139421974456933	-0.0950287408256713	-0.11378613822355	0.0308099298302287	-0.120841051299664	0.131349585504202	0.142034471080047	0.141053236942539	-0.190669860801567	-0.0763634447693347	0.0508202737292947	-0.326505753036884	0.205802900402409	0.033219880169638	0.0100997620793139
sp|Q13576|IQGA2_HUMAN	-0.0510556649104583	-0.41551328085735	-0.0593516594648477	0.0439191264184823	0.214347642499368	0.0539101298292994	0.315932703265739	-0.0444808182267752	0.00694595866981217	-0.0646541372232807	-0.0654607391586425	0.131039510254064	0.125086669010965	0.262964750907327	-0.164677282290572	-0.114152492640156	0.00271179136950784	-0.255084285681267	0.0947388007826254	0.113820568954989	-0.130987291508848
sp|Q13586|STIM1_HUMAN	0.000304987961968332	-0.21842124621383	-0.0915251366952516	0.139233015596034	0.189712713806739	0.0150411589773929	0.0975101600965912	-0.0378395392919877	-0.123904493988248	0.0298883797505795	-0.155281700015323	0.102761524980986	0.0699935747555288	0.199353035490822	-0.180455326541058	-0.0110332828319783	0.173079332943483	-0.105935624617809	-0.021102327160146	0.00950962373217444	-0.080888830736688
sp|Q13591|SEM5A_HUMAN	0.0728347239664257	-0.238014952094226	0.0969693259011481	0.462831213932173	0.426122588909566	-0.0137372945629401	0.00692880952271777	-0.276896146477031	-0.312684371428828	-0.224353897669018	-0.457248767999796	0.0569383391812753	0.070198257255908	0.0497213635707269	-0.336282424770837	0.229522316390559	0.218992218404197	0.211758413313435	0.0236338267796976	0.0367139363040828	-0.103947478429254
sp|Q13595|TRA2A_HUMAN	0.00491367125415797	-0.275737132079833	-0.0725665645074508	0.196177297756666	0.274179042585817	0.104446028436476	0.182542009432064	-0.145079982404816	-0.229427434761642	-0.0394469357114522	-0.158510137770476	0.081043356936692	0.0133452164043892	0.13598841128205	-0.243260162802605	0.0930177606960678	0.147141627710397	-0.085681038125986	0.00461807600792341	0.135291180030205	-0.122994290368664
sp|Q13596|SNX1_HUMAN	-0.0780543626828012	-0.3421144134595	-0.106003217978579	0.189842600740748	0.181273391430745	0.099056200709287	0.17262428583778	-0.044062238844098	-0.0946554253345925	0.0220931795809966	-0.0324963965151149	0.0728578449506096	0.140578730289444	0.158516430922253	-0.134001378011516	-0.112627958090077	0.0498573079725689	-0.200734473140128	0.129857743755358	-0.00666531228315583	-0.0651425398502498
sp|Q13601|KRR1_HUMAN	-0.0387217648382542	-0.29169265175633	-0.133679766670629	0.176968083482953	0.198116034705551	0.0855035347840894	0.20554227047274	-0.0214386937760392	-0.137650205829014	-0.0429468405750797	-0.185104590939487	0.139877606145967	0.0349632104769914	0.240905783607482	-0.131595306593514	-0.0356892183826722	0.035658087666246	-0.144193388229962	0.0548467274178719	0.0564930494693721	-0.0661619606383016
sp|Q13608|PEX6_HUMAN	0.0114815165022666	-0.330489612519789	-0.0595546365755455	0.153061559915284	0.265206227525642	0.054393554547743	0.095847098056542	-0.0996822145989535	-0.107473579176176	0.0172100863229735	0.0274139735836246	0.0278604254918244	0.0397162923327276	0.217561860030863	-0.031268622726014	-0.0713962207179147	0.0207717727669601	-0.162500950925122	0.0285520067014569	0.034907540763731	-0.131618077302144
sp|Q13610|PWP1_HUMAN	-0.359161711019253	-0.633671645374309	-0.393456203752054	-0.0878497121281399	-0.0893531565383808	0.425316517562046	0.465068577296477	0.261767269758908	0.137913599572172	0.273426464622521	0.119617339668428	0.26994576046607	0.323495336703784	0.358830030892177	0.131790907052398	-0.651645793542938	-0.561482122671978	-0.775605242744557	0.327879511097619	0.284134503833219	0.173039769245773
sp|Q13613|MTMR1_HUMAN	-0.0458301357912031	-0.331678134307106	-0.130322719957017	0.239283179705876	0.165787078753065	0.129911897636286	0.148618356440063	-0.099500483778462	-0.114966683996265	0.0386976452947504	-0.0604349485116929	0.0802458893733421	0.131203102091513	0.102753987073146	-0.0922633491468661	-0.0830986626705813	0.105821958432322	-0.186650123490444	0.0921307117850763	0.0705038689966649	-0.160212433932487
sp|Q13614|MTMR2_HUMAN	-0.0606263359761105	-0.346842281545984	-0.103227130147842	0.207400359296551	0.163006520730357	0.0794893144924693	0.193069663439296	-0.0566226407416377	-0.0664430914658269	-0.00920437808128365	-0.0369522715180388	0.093832496046277	0.128969272144876	0.234017995363125	-0.121369682537336	-0.0977332293661138	0.0804432585768807	-0.204004771108962	0.00274936786479098	0.0737482223154191	-0.153700657780924
sp|Q13616|CUL1_HUMAN	-0.0962326747831046	-0.33415289065742	-0.135292573476326	0.183212730768645	0.088666441413898	0.127725866584126	0.224626559683658	0.00148912676651076	-0.0731830852749596	0.0131404989749569	-0.0837118676005963	0.0904508074862578	0.0909277052405739	0.215816523095538	-0.155404948624659	-0.103932740233728	0.0264860117619715	-0.225271777749817	0.104128536427713	0.106571502255144	-0.0660597520584056
sp|Q13617|CUL2_HUMAN	-0.0212783491013883	-0.388538749735647	-0.201458517006986	0.235524814662119	0.205065430050367	0.159044538064458	0.20062414132458	-0.0643188184305872	-0.165248634690359	0.0405841448634297	-0.0447907627083012	0.0917290013377727	0.0907177469120965	0.21657034855915	-0.1405745614679	-0.116603745560521	0.00416819663129333	-0.193694327300707	0.0717236344072147	0.112364583623098	-0.0916101144332023
sp|Q13618|CUL3_HUMAN	-0.0808185517407752	-0.342008466697942	-0.126142249678689	0.236429924400253	0.251811077365955	0.118721506172186	0.166211751597967	-0.0614040485395324	-0.132147254596048	-0.030653688283387	-0.226561640766325	0.0451694718299245	0.136499737476144	0.169610525099886	-0.188523469883234	-0.0274666636499635	0.117861028189397	-0.149107439084988	0.102899543027684	0.0778882189675489	-0.058269311206081
sp|Q13619|CUL4A_HUMAN	-0.10717064835484	-0.366423926383773	-0.152505291799784	0.165783975709234	0.159547443842385	0.135735497638318	0.230077409923885	-0.0220354449899903	-0.0772792091228638	0.0342701935374161	0.0188021430966189	0.109326504304583	0.112759573353885	0.207915620220671	-0.103196335561951	-0.164317047676539	-0.0187037878958568	-0.302661903113866	0.0895443330404957	0.0909084656007331	-0.0403775653687788
sp|Q13620|CUL4B_HUMAN	-0.0872419917520091	-0.323936559543955	-0.111567513268257	0.226636901000588	0.176981032552979	0.153384411239594	0.19670118149133	-0.0608005193011732	-0.137115842698249	-0.0330410997208625	-0.163630329922165	0.0564079026095238	0.122393682396394	0.189344246968416	-0.153646822272913	-0.0842353279887061	0.0964107614663863	-0.14159370285832	0.0790302577403256	0.0689233026227114	-0.06940397076166
sp|Q13625|ASPP2_HUMAN	-0.187982739059948	-0.432330722725557	-0.24709884675486	0.177216470286694	0.222889168932167	0.149229055360495	0.202318211786619	0.0322261834603756	0.0141710158369606	0.0693622028770395	-0.0852087278130847	0.0596811843444244	0.130626205294219	0.172837098297058	-0.0696038487417719	-0.21378618723451	-0.0878317549423809	-0.270530745003619	0.208444662626184	0.113146683801204	0.042225429372272
sp|Q13627|DYR1A_HUMAN	-0.0910821461663225	-0.314037524837568	-0.134860502589637	0.146258044522234	0.242662966436789	0.11821383605836	0.203435886541615	-0.0865295397723484	-0.0863180329766711	0.0022570127835353	-0.0700706947396186	0.0614011066932363	0.161722993270791	0.182004152785173	-0.0639831371249139	-0.151496657252725	0.0220464056366522	-0.228974718826639	0.0923914435750206	0.021323183419234	-0.0263640774362155
sp|Q13630|FCL_HUMAN	-0.0223088270705224	-0.380757138748577	-0.161075433347236	0.177079317840128	0.166158500606381	0.141205493190798	0.181229409937529	-0.0392973213224734	-0.0966106058856596	0.0343766047996204	-0.0839503139256348	0.0952489138939137	0.101878556781677	0.166018670213357	-0.123314434967711	-0.0863976898485492	0.0696226736303902	-0.153982994505773	0.0701233185571725	0.0332506365755374	-0.0884973364043868
sp|Q13637|RAB32_HUMAN	-0.0521724316940016	-0.371878287207133	-0.07969674775929	0.20440832221088	0.206204271381331	0.115689912680191	0.199217793681981	-0.058005393179937	-0.101424289659285	-0.06234315045475	-0.186191256509931	0.126451812940524	0.0645996085932734	0.179599278002933	-0.216036047758919	-0.0116891549972839	0.045683746912414	-0.12934016508215	0.140301293246188	0.0674867030839582	-0.0808658184310136
sp|Q13642|FHL1_HUMAN	-0.0854601089235141	-0.253084383540545	-0.114160690500682	0.119167756607976	0.212329223194441	0.0859518370745656	0.189165741526882	-0.0833265928700584	-0.0566750796711718	-0.0139077028979047	-0.181078752803972	0.0929434316293465	0.0460527942512525	0.194031649476463	-0.206993111631597	-0.0297560592189099	0.0666332438424658	-0.12394478804035	0.107049551499862	0.0777283821884527	-0.0426663411930211
sp|Q13671|RIN1_HUMAN	-0.221470939748286	-0.468450799509577	-0.200438059216624	0.106639928481002	0.112549407953232	0.109203215426988	0.133864965273758	0.127856771682153	0.0735485004157929	0.22669700924155	-0.103721986367249	0.196884751250135	0.304438449433878	0.1611354228408	-0.061635195235904	-0.351270505288439	-0.099311435392256	-0.342721765134733	0.22382871205431	0.159465304127075	-0.0870917522876255
sp|Q13685|AAMP_HUMAN	0.0241900407847577	-0.416977602700639	-0.109346959452522	0.151957050239145	0.212200904391352	0.106903734001609	0.26394962389866	-0.104694888565345	-0.0854790563269685	-0.0427028462700624	-0.162510848250108	0.0540043346526556	0.0783601359166603	0.174288361624799	-0.193368327008814	-0.0534405829342415	0.0701096320549233	-0.141499206678765	0.142789430964216	0.0622936503732915	-0.0310265807146248
sp|Q13686|ALKB1_HUMAN	0.0697709874096754	-0.225603610693014	0.0394249578846899	0.147054358496339	0.0834643553776041	-0.0896849000401527	0.0926092119375639	-0.14198888731355	-0.176048211556207	0.201001738497041	-0.149731942961074	0.0572001158497958	0.112812578201409	0.185007664800779	-0.177802680933469	0.105931685142976	0.116513302491251	-0.137059188761643	0.0146596002500245	-0.0437736047554686	-0.0837575293245873
sp|Q13724|MOGS_HUMAN	-0.018425402779009	-0.344847907021781	-0.121991082338077	0.172664828708954	0.154432167305451	0.151561946450554	0.239683271497604	-0.0610208647087418	-0.159543289414977	-0.0125136676999918	-0.0552704098824339	0.0800463437476601	0.14242408274115	0.17185964876373	-0.119698046698867	-0.104934049868484	0.0542849977498732	-0.227831096599639	0.073665001987976	0.0921805173906206	-0.106726989331593
sp|Q13740|CD166_HUMAN	0.0103148341199013	-0.190747815996611	0.00174757376928651	0.26163224784924	0.273181822955197	0.0585839086240259	0.1204118506873	-0.16923916549119	-0.217799725071791	-0.148085531445371	-0.139682279071868	-0.0277038876062217	0.0526433425839453	0.17396136344145	-0.122899861792102	0.0578303849885862	0.141769784047498	-0.0780201195441722	-0.00864516701089091	0.0472022884963684	-0.0964558485325996
sp|Q13769|THOC5_HUMAN	-0.036502687071178	-0.359281622397192	-0.172016056465767	0.23853727027563	0.233938589615737	0.147727860239178	0.209768141009188	-0.0736812498762613	-0.113110010139253	-0.0753802351900938	-0.221177272473006	0.0905252898817738	0.121762819254724	0.227452903234037	-0.165330200795742	-0.0485050832898776	0.0460429675907801	-0.156187332035196	0.0805608408007899	0.0513142061844077	-0.0264591383526998
sp|Q13772|NCOA4_HUMAN	-0.116828180997414	-0.399792643728771	-0.0619188955897806	0.120444227905336	0.155426802642368	0.131244823396823	0.228239139755266	-0.089966789255448	0.0146223235088207	0.0185291923627889	-0.173353125549112	0.0469955786650137	0.113890897214591	0.18648234284051	-0.121438477149358	0.101194341929515	0.072667889661494	-0.128937328468152	0.0173705552942639	0.0190536110132023	-0.133926285451975
sp|Q13795|ARFRP_HUMAN	-0.0856497526865521	-0.353217873165438	-0.167938891647723	0.146413782949794	0.172442395049693	0.191712526303241	0.278240229047479	-0.0352309443662749	-0.118721093123826	-0.0280503783604041	-0.245644296083171	0.0298762801936308	0.0654612469062806	0.152099929241492	-0.119511263657998	-0.0483553290293703	0.0211760724811741	-0.163387144377463	0.213239174907429	0.0709647791612882	0.0240805502567013
sp|Q13796|SHRM2_HUMAN	-0.0353203425557094	-0.317631243601745	-0.0819477062478828	0.194085550043644	0.215994058995507	0.0928317572941051	0.15951970302002	-0.0885884434560976	-0.1000542484411	-0.0388890850507534	-0.188806902741138	0.0605797434389409	0.0488516530721345	0.151211623791215	-0.206108633302293	-0.0112639787483909	0.0238908560722724	-0.146498688938817	0.158812599338666	0.0834928611893982	0.0258388668280051
sp|Q13813|SPTN1_HUMAN	-0.119291719097749	-0.375085452780817	-0.186162193491582	0.155145972218852	0.151115095357201	0.169368294720771	0.230219694089585	-0.0203059758154225	-0.0520055930560743	0.0470018778552204	-0.0369306345109139	0.140117126089527	0.145196685152399	0.245031914922192	-0.133016102202181	-0.165037445838285	-0.00843436936553666	-0.267533123415693	0.0821528184110463	0.066595308745975	-0.0681421779885389
sp|Q13822|ENPP2_HUMAN	-0.0550198226681902	-0.363734664977931	-0.0998743857049454	0.141601325176786	0.215833812768006	0.188751376775262	0.252621232289314	-0.0718955510347902	-0.133569549242309	-0.074713773381216	-0.0864407578150003	0.143588115439463	0.175255789291165	0.276629782838153	-0.0861703582251126	-0.0565215080511212	-0.11360274389923	-0.212599979355382	0.0712105143986209	0.00543198990452809	-0.116780844526089
sp|Q13823|NOG2_HUMAN	-0.154260407433604	-0.22656933959147	-0.18605165790827	0.292393002591852	0.148370802944176	0.218980482490465	0.138614781848315	0.0245155836383219	-0.278482565560137	0.0224893169803385	-0.108679673705757	0.08013857010807	0.0540380463238359	0.138432332733573	-0.132756219535233	-0.0388532062727795	0.0647949276405279	-0.148524053083735	0.058579438775723	0.129278525507894	-0.0964486884921244
sp|Q13825|AUHM_HUMAN	-0.032226717346514	-0.381389837136947	-0.139035011429153	0.120962238294672	0.153887336082531	0.137546184436889	0.221129868769499	-0.0212985771927017	-0.0715974518307645	0.0120219673524756	0.179100807300944	0.0922309158441967	0.154380401582674	0.174120328390554	-0.117751171040295	-0.113194260174426	0.0226586589077904	-0.293443051279496	0.0267364419577155	0.0359830028915029	-0.160822074381167
sp|Q13835|PKP1_HUMAN	0.359156833653522	-0.248334692584865	0.249110623231906	0.383419317695507	0.142713994270347	-0.0977351221689984	0.0488811095690167	-0.311573686891984	-0.325945579670884	-0.19969279710358	-0.316181439763403	-0.0611496208783787	0.222204670331461	-0.0191187263587639	0.0632160219141797	-0.30695938205016	-0.0353791733191807	-0.31773789298393	0.831145323822625	-0.118752193907841	0.0587124131933856
sp|Q13838|DX39B_HUMAN	-0.0464643557424522	-0.269674052111303	-0.129398421741858	0.228633558296329	0.175006997559905	0.102385069201411	0.186163867514858	-0.0722903283363341	-0.128918782928946	-0.0454435517116237	-0.132813083228211	0.0486155717433051	0.124475386555494	0.161382666865026	-0.11600546270783	-0.0774513657599884	0.0730082964201747	-0.18693571329169	0.0771378293359203	0.103028923879872	-0.0744430498120815
sp|Q13867|BLMH_HUMAN	-0.017159134671533	-0.337555340787705	-0.176936393318246	0.243041491638382	0.208973835115512	0.0633101658835519	0.144067471159064	-0.063760767047911	-0.0533609094137172	-0.0106204185574125	-0.280779868765075	0.0984068147013226	0.0825070283323442	0.257887949784821	-0.219036829391011	-0.0465144699260369	0.0770390833510868	-0.104510259372281	0.0951089147082875	0.0768060862006368	-0.0369144496241029
sp|Q13868|EXOS2_HUMAN	-0.0801107734390525	-0.325690457638745	-0.102379747751154	0.172467173270443	0.198400990116073	0.054533932232685	0.149675870090991	-0.0365757766702963	-0.125558330627981	0.0952371204170241	-0.0696495754047978	0.116661852138291	0.0642007068013782	0.167637742653049	-0.137016169741424	-0.108256656433977	0.0103861799471797	-0.145945475931187	0.0874515892463517	0.123838158124891	-0.109308351399763
sp|Q13885|TBB2A_HUMAN	-0.141976955023547	-0.3292930832678	-0.219452379060327	0.20883013211605	0.225450434631499	0.13015582473389	0.232655268558261	-0.0473517416294329	-0.029528167824656	-0.0294893332339498	-0.277762383479605	0.0925044085864843	0.0868571654398011	0.0914688987108959	-0.171683536342222	-0.0403837170255332	0.0181617275133405	-0.225733800533514	0.209784810540258	0.123181000270832	0.0936054263192561
sp|Q13888|TF2H2_HUMAN	-0.0545175733945547	-0.422757732744216	-0.00273483642147668	0.198288496032642	0.196838148631808	0.132194638418153	0.0985074173688206	-0.0462411307016992	-0.0740778811182311	-0.0254995460712575	-0.00751246385420145	0.153706858652167	0.129020018861894	0.19416573155761	-0.188932314993888	-0.100683625736059	-0.0720769980118616	-0.265853348944236	0.137828143841177	0.0999805398651413	-0.0796425412377489
sp|Q13889|TF2H3_HUMAN	-0.072571641399177	-0.345237031538141	-0.178713978181385	0.250693149222086	0.207095959627125	0.0387221313640306	0.132411014131585	0.0366379270977279	-0.0992891663108448	0.0302516359869816	0.0733273651911459	0.0659043450693069	0.105010242323388	0.269616601075204	-0.16434997480481	-0.119570443575362	-0.180081482253211	-0.269832012210725	0.267327438875242	-0.056912553059592	0.00956047336940733
sp|Q13895|BYST_HUMAN	-0.0398359472665676	-0.384321644376747	-0.0587841445011993	0.239011730283538	0.114909375631107	0.136263452769015	0.200629065946226	-0.0468102136195604	-0.13967602509029	-0.0213856497755347	-0.0507629493607938	0.0230830323004765	0.0980350971339366	0.152600012221261	-0.100139091627007	-0.0978688085559616	0.0432169398142138	-0.193023455604309	0.107522079654817	0.0574269556329408	-0.0400898116095795
sp|Q13901|C1D_HUMAN	-0.081916986922223	-0.326323809422914	-0.143772566250303	0.167484871492144	0.140099853558184	0.0924648068871256	0.250056186115451	0.0339070610752306	-0.0678887780304857	-0.0641106385022211	-0.187478331020994	0.291757415187122	0.0927965165682414	0.144723571648111	-0.271900404137642	-0.0231739700067147	0.0851240564352045	-0.14940161128699	0.0295227464678521	0.126948545901139	-0.138918535755337
sp|Q13905|RPGF1_HUMAN	-0.0169831377509964	-0.373704772153639	-0.1275092825865	0.17809337032182	0.206157150011502	0.108856339456142	0.211496177507265	-0.0759597140792316	-0.107630335030245	-0.00281579569612769	-0.187002747047665	0.75122130766037	0.0757401785019111	-0.165175104762639	-0.0161006247694686	-0.181600263328887	-0.0198198004735288	0.111239687451438	-0.0493619195835766	-0.131003238768115	-0.188137474879844
sp|Q13907|IDI1_HUMAN	-0.0778185751329236	-0.275044832315799	-0.0838325849585215	0.192700234948918	0.145295266055089	0.157658337759167	0.180321136431513	0.0151990172666174	-0.152270039105624	-0.102207960948448	-0.214221729253232	0.0523162680705096	0.104294159843801	0.189858500152918	-0.151669883470174	-0.00290800056022159	0.116048049601799	-0.159063301099904	0.117712181810021	0.0469359627159385	-0.099302207811462
sp|Q13946|PDE7A_HUMAN	-0.0407531830454917	-0.235420176103886	-0.0924231684839755	0.27409641290968	0.259920816765854	0.041177542589182	0.0240914238911181	-0.0337406853032645	-0.137344098670857	-0.0596048845483697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q13948|CASP_HUMAN	-0.0875273981526779	-0.377317239232773	-0.0572916552534705	0.250199689185156	0.271009396775519	0.167801709204048	0.111613848076106	-0.0954653997668191	-0.157789970535666	-0.0252329802994341	0.0546423621031272	0.076503803882576	0.130507574089147	0.201574805784695	-0.189671298945843	-0.053330492073751	0.024139144402823	-0.244415809274174	0.0838338734420348	0.0305192033674818	-0.114303166778125
sp|Q13951|PEBB_HUMAN	0.065761488032001	-0.227815004096843	-0.0663026874153931	0.25674030925014	0.280667851143849	0.00847293301296657	0.142015277492678	-0.117167675911472	-0.179355315882537	-0.163017175625404	-0.0307323516049543	0.0342869086915914	0.0888084316973257	0.143545029951352	-0.19462944838675	0.0446073201632992	0.159216492278134	0.000943282379977288	-0.084148669374651	0.0440182683170088	-0.205915264112342
sp|Q13952|NFYC_HUMAN	-0.0993682706725885	-0.358736194333012	-0.0956194175341009	0.259475925187852	0.301478143180014	0.153202899699683	0.16134993112557	-0.0713806038039433	-0.154637813429871	-0.0957645994196151	-0.220409934536976	0.340077321920311	0.094142422689028	0.336013188730422	-0.199968116549294	-0.0797259766391071	0.000858575184844579	-0.181134363536621	0.0686401150666627	-0.00373077607113014	-0.154762456258145
sp|Q13976|KGP1_HUMAN	-0.146306864778081	-0.332566913447462	-0.0803057409755634	0.197698037608586	0.196023885073046	0.188941441170398	0.193173309661272	-0.0551023324765231	-0.124025638067386	-0.0375291837683001	-0.131107922937045	0.0427265455456246	0.149024374564087	0.20364530197197	-0.108124158548022	-0.0237972058255606	-0.0440391250291604	-0.251347631549047	0.103393822733825	0.160731693285735	-0.101105694212412
sp|Q14004|CDK13_HUMAN	-0.0438735271674771	-0.372022223075761	-0.0796010047165337	0.180763988301377	0.269345839725511	0.132535245332769	0.15890812092769	-0.0879700642723935	-0.129727142564496	-0.0283592324906991	-0.218824348382994	0.148222590057966	0.138412715952935	0.224437586634008	-0.228430897735152	-0.0413826846128869	0.0564843594457346	-0.165577942590977	0.0903097396038966	0.054199591575358	-0.0578507099478949
sp|Q14008|CKAP5_HUMAN	-0.091183416035965	-0.30635134051908	-0.0819322376082456	0.226691512559294	0.220201076710084	0.160574294939746	0.197787093550207	-0.106110682668427	-0.137470775193232	-0.0822055257343968	-0.268068202074296	0.0973684185344122	0.0787587489115112	0.20606868781911	-0.222995032541033	-0.0273178326112919	0.101859823272292	-0.120194606129999	0.122721663934534	0.0584147944956424	-0.0266164636108907
sp|Q14011|CIRBP_HUMAN	-0.0382062733300337	-0.500589927262918	-0.110140963457792	0.300501763588246	0.157190878263426	0.121797025814619	0.119217258890802	-0.0710418004550814	-0.0113221863770488	0.032594224325765	-0.297601260995559	-0.044164214079297	0.278445902563719	0.0989799028867429	0.0909516649077831	-0.062519179473153	-0.0171267179459503	-0.15429836983559	0.0759212331035219	0.0382529641982741	-0.00684192533049986
sp|Q14012|KCC1A_HUMAN	-0.0241565268598003	-0.285121447006353	-0.151310246339504	0.216473066234994	0.256587903305203	0.0682096450295179	0.138840948070283	-0.044527732575659	-0.200130001175837	0.025134391317145	-0.0579343551829685	0.03752572680558	0.0589569785458179	0.284719093805981	0.0187071566190749	-0.00216575518409674	-0.078116853706844	-0.280233870171979	0.0746506791115899	0.134160614676245	-0.190269415318406
sp|Q14019|COTL1_HUMAN	-0.199548744631388	-0.432409392926939	-0.285410999715753	0.106107687690814	0.0779493785852496	0.265433912447277	0.36627616121877	0.0835301276941806	-0.00543855891652754	0.0235104285543028	-0.0184694549974577	0.0541232249962778	0.051603029231169	0.202086925358276	-0.1399124697673	-0.184480747156678	-0.0360499331636185	-0.332172645648901	0.273607002097537	0.174913557857972	-0.0452484888072834
sp|Q14061|COX17_HUMAN	0.207320978777693	0.0435558667174782	-0.304721796131533	-0.110389698390189	0.382268361001394	0.192621941708142	0.180813640477875	0.0210914596956806	-0.177771033321296	-0.434789720535257	-0.324576918650012	0.199694837012956	-0.160926453128055	0.301653322306955	-0.1523858777708	0.0440877785223331	0.18960103421246	0.067325914519163	-0.134839011972035	0.1057377220848	-0.135372347137773
sp|Q14088|RB33A_HUMAN	-0.0486804750775341	-0.27993867740118	-0.0882027997816602	0.185383181028324	0.256245643423938	0.0822844745791269	0.118303249347937	-0.0291936103681094	-0.180417513722247	-0.0157834720286067	-0.113997676067165	0.125640284444929	0.0171623363346407	0.119319144022658	-0.011185652441127	-0.0656156744982007	0.0187727520339214	-0.239004118784968	0.189412517572453	0.141842626594189	-0.182346539211334
sp|Q14103|HNRPD_HUMAN	-0.069787500301923	-0.337885062160166	-0.179199943035084	0.286259027882022	0.150212865657738	0.165222685302465	0.227047078988848	-0.0606631837664057	-0.150606819353577	-0.0305991492139327	-0.386192056012029	0.063688833503818	0.049815931331005	0.25670557883607	-0.285366404633684	0.0300394148216776	0.0552152786346119	-0.045048933436666	0.130190785897471	0.147858851658988	-0.0169072806012718
